PassengerId,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet,Transported
0000_0000_01,79.67141530112326,18.044124337360394,57.747924133746594,98.3062711399045,26.362266983487714,10.779307412435568,Europa,1
0000_0001_01,16.173569882881534,26.543576015619667,133.74666695650433,67.86700420219692,84.52416764385691,19.30475495914451,Europa,1
0000_0002_01,94.76885381006925,120.57176004973654,202.19642881321755,176.9318350847686,45.89936912553264,92.64546092010872,Earth,0
0000_0003_01,182.30298564080255,264.56241618964407,172.18930887043427,7.478379381323194,56.91215249597906,61.29287503676835,Earth,0
0000_0004_01,6.584662527666403,110.00712344017387,66.53820207044944,119.949996247716,69.30227833047259,20.65771122585153,Europa,0
0000_0005_01,6.586304305081946,19.618751559703313,143.01646922661166,92.17710884730737,74.13221777298799,65.6339227044786,Europa,1
0000_0006_01,187.92128155073914,88.04604852320821,69.12849571208737,87.6094728144831,183.09407165975352,77.64835059062375,Earth,1
0000_0007_01,106.74347291529088,189.20248985760836,35.460302092898786,106.28635611864517,50.86461408155908,41.365018731385724,Europa,1
0000_0008_01,16.947438593495214,28.773796931989843,8.808940652251895,97.1690141519304,45.84818160172368,24.567756356910458,Earth,0
0000_0009_01,84.25600435859647,114.32007937857941,40.9842659444724,7.223871128762951,95.51638971761417,80.52862299320218,Earth,0
0000_0010_01,16.34176928124623,93.81869988485735,33.709234193645585,187.7074822327164,16.80184746842858,167.38229827901293,Europa,0
0000_0011_01,16.572975357025683,204.4311114743111,42.96578822941203,95.0592619963743,142.5326607058277,24.462719206948876,Europa,0
0000_0012_01,54.19622715660341,96.35978685607627,72.79940732174391,3.850753542397957,86.16887923660444,105.7700841300203,Earth,1
0000_0013_01,161.32802446577978,50.479787728191724,77.91191277827721,71.52954812539195,221.81113282928612,50.06031853311161,Europa,0
0000_0014_01,142.49178325130327,70.9140922775994,92.87305482596372,38.52633084704479,20.867155022730884,8.3820551282421,Mars,1
0000_0015_01,26.22875292409727,171.4840662825555,11.240299990838807,141.3695678385025,118.20395719865843,30.663172984507916,Earth,1
0000_0016_01,71.28311203344238,57.41992700141499,166.76513039359725,141.32600646021393,64.06614199791466,159.79568402350444,Earth,1
0000_0017_01,61.424733259527386,18.815289591368703,3.9569413504886874,42.09059150860547,22.832584208592138,12.818016390746553,Mars,1
0000_0018_01,60.802407552121096,15.26901485095334,0.277454512553831,53.07061564576936,83.44874865145707,160.9107520853025,Mars,1
0000_0019_01,111.23037013352914,86.78653072917102,96.04889823456973,69.87968750056726,96.26071866752041,18.003350089145254,Mars,0
0000_0020_01,176.5648768921554,2.8375259416802407,16.757441505666325,105.20364270678294,23.454851509592295,111.24271344499437,Europa,1
0000_0021_01,7.4223699513464325,140.77210959824487,38.47977290261434,7.660474394153077,70.90056585251553,15.325962229676575,Mars,0
0000_0022_01,36.752820468792386,86.66021483927256,222.0438470619065,21.259829030882187,15.405664998761377,119.03056851445496,Mars,1
0000_0023_01,112.47481862134569,94.43105001082004,31.67073847379749,136.26274973879887,208.11915357744562,1.7712094505021696,Europa,1
0000_0024_01,24.438272452518262,44.64756116533182,152.719593747126,122.24277506183107,38.06672587862179,5.611840100313387,Mars,0
0000_0025_01,41.092258970986606,82.33237827285886,92.09505709988706,48.483288835909285,10.743807513616368,211.6855657907862,Earth,1
0000_0026_01,85.09935774223028,50.05903423481054,103.53225387555051,149.0538984372787,116.16750444926807,190.93676409173773,Mars,1
